cod_mun,municipio
07-19-108,Durón
07-19-109,Embid
07-19-110,Escamilla
07-19-111,Escariche
07-19-112,Escopete
07-19-113,Espinosa de Henares
07-19-114,Esplegares
07-19-115,Establés
07-19-116,Estriégana
07-19-117,Fontanar
07-19-118,Fuembellida
07-19-119,Fuencemillán
07-19-120,Fuentelahiguera de Albatages
07-19-121,Fuentelencina
07-19-122,Fuentelsaz
07-19-123,Fuentelviejo
07-19-124,Fuentenovilla
07-19-125,Gajanejos
07-19-126,Galápagos
07-19-127,Galve de Sorbe
07-19-129,Gascueña de Bornova
07-19-130,Guadalajara
07-19-132,Henche
07-19-133,Heras de Ayuso
07-19-134,Herrería
07-19-135,Hiendelaencina
07-19-136,Hijes
07-19-138,Hita
07-19-139,Hombrados
07-19-142,Hontoba
07-19-143,Horche
07-19-145,Hortezuela de Océn
07-19-146,"Huerce, La"
07-19-147,Huérmeces del Cerro
07-19-148,Huertahernando
07-19-150,Hueva
07-19-151,Humanes
07-19-152,Illana
07-19-153,Iniéstola
07-19-154,"Inviernas, Las"
07-19-155,Irueste
07-19-156,Jadraque
07-19-157,Jirueque
07-19-159,Ledanca
07-19-160,Loranca de Tajuña
07-19-161,Lupiana
07-19-162,Luzaga
07-19-163,Luzón
07-19-165,Majaelrayo
07-19-166,Málaga del Fresno
07-19-167,Malaguilla
07-19-168,Mandayona
07-19-169,Mantiel
07-19-170,Maranchón
07-19-171,Marchamalo
07-19-172,Masegoso de Tajuña
07-19-173,Matarrubia
07-19-174,Matillas
07-19-175,Mazarete
07-19-176,Mazuecos
07-19-177,Medranda
07-19-178,Megina
07-19-179,Membrillera
07-19-181,Miedes de Atienza
07-19-182,"Mierla, La"
07-19-183,Milmarcos
07-19-184,Millana
07-19-185,"Miñosa, La"
07-19-186,Mirabueno
07-19-187,Miralrío
07-19-188,Mochales
07-19-189,Mohernando
07-19-190,Molina de Aragón
07-19-191,Monasterio
07-19-192,Mondéjar
07-19-193,Montarrón
07-19-194,Moratilla de los Meleros
07-19-195,Morenilla
07-19-196,Muduex
07-19-197,"Navas de Jadraque, Las"
07-19-198,Negredo
07-19-199,Ocentejo
07-19-200,"Olivar, El"
07-19-201,Olmeda de Cobeta
07-19-202,"Olmeda de Jadraque, La"
07-19-203,"Ordial, El"
07-19-204,Orea
07-19-208,Pálmaces de Jadraque
07-19-209,Pardos
07-19-210,Paredes de Sigüenza
07-19-211,Pareja
07-19-212,Pastrana
07-19-213,"Pedregal, El"
07-19-214,Peñalén
07-19-215,Peñalver
07-19-216,Peralejos de las Truchas
07-19-217,Peralveche
07-19-218,Pinilla de Jadraque
07-19-219,Pinilla de Molina
07-19-220,Pioz
07-19-221,Piqueras
07-19-222,"Pobo de Dueñas, El"
07-19-223,Poveda de la Sierra
07-19-224,Pozo de Almoguera
07-19-225,Pozo de Guadalajara
07-19-226,Prádena de Atienza
07-19-227,Prados Redondos
07-19-228,Puebla de Beleña
07-19-229,Puebla de Valles
07-19-230,Quer
07-19-231,Rebollosa de Jadraque
07-19-232,"Recuenco, El"
07-19-233,Renera
07-19-234,Retiendas
07-19-235,Riba de Saelices
07-19-237,Rillo de Gallo
07-19-238,Riofrío del Llano
07-19-239,Robledillo de Mohernando
07-19-240,Robledo de Corpes
07-19-241,Romanillos de Atienza
07-19-242,Romanones
07-19-243,Rueda de la Sierra
07-19-244,Sacecorbo
07-19-245,Sacedón
07-19-246,Saelices de la Sal
07-19-247,Salmerón
07-19-248,San Andrés del Congosto
07-19-249,San Andrés del Rey
07-19-250,Santiuste
07-19-251,Saúca
07-19-252,Sayatón
07-19-254,Selas
07-19-255,Setiles
07-19-256,Sienes
07-19-257,Sigüenza
07-19-258,Solanillos del Extremo
07-19-259,Somolinos
07-19-260,"Sotillo, El"
07-19-261,Sotodosos
07-19-262,Tamajón
07-19-263,Taragudo
07-19-264,Taravilla
07-19-265,Tartanedo
07-19-266,Tendilla
07-19-267,Terzaga
07-19-268,Tierzo
07-19-269,"Toba, La"
07-19-270,Tordelrábano
07-19-271,Tordellego
07-19-272,Tordesilos
07-19-274,Torija
07-19-277,Torrecuadrada de Molina
07-19-278,Torrecuadradilla
07-19-279,Torre del Burgo
07-19-280,Torrejón del Rey
07-19-281,Torremocha de Jadraque
07-19-282,Torremocha del Campo
07-19-283,Torremocha del Pinar
07-19-284,Torremochuela
07-19-285,Torrubia
07-19-286,Tórtola de Henares
07-19-287,Tortuera
07-19-288,Tortuero
07-19-289,Traíd
07-19-290,Trijueque
07-19-291,Trillo
07-19-293,Uceda
07-19-294,Ujados
07-19-296,Utande
07-19-297,Valdarachas
07-19-298,Valdearenas
07-19-299,Valdeavellano
07-19-300,Valdeaveruelo
07-19-301,Valdeconcha
07-19-302,Valdegrudas
07-19-303,Valdelcubo
07-19-304,Valdenuño Fernández
07-19-305,Valdepeñas de la Sierra
07-19-306,Valderrebollo
07-19-307,Valdesotos
07-19-308,Valfermoso de Tajuña
07-19-309,Valhermoso
07-19-310,Valtablado del Río
07-19-311,Valverde de los Arroyos
07-19-314,Viana de Jadraque
07-19-317,Villanueva de Alcorón
07-19-318,Villanueva de Argecilla
07-19-319,Villanueva de la Torre
07-19-321,Villares de Jadraque
07-19-322,Villaseca de Henares
07-19-323,Villaseca de Uceda
07-19-324,Villel de Mesa
07-19-325,Viñuelas
07-19-326,Yebes
07-19-327,Yebra
07-19-329,Yélamos de Abajo
07-19-330,Yélamos de Arriba
07-19-331,Yunquera de Henares
07-19-332,"Yunta, La"
07-19-333,Zaorejas
07-19-334,Zarzuela de Jadraque
07-19-335,Zorita de los Canes
07-19-901,Semillas
14-20-001,Abaltzisketa
14-20-002,Aduna
14-20-003,Aizarnazabal
14-20-004,Albiztur
14-20-005,Alegia
14-20-006,Alkiza
14-20-007,Altzo
14-20-008,Amezketa
14-20-009,Andoain
14-20-010,Anoeta
14-20-011,Antzuola
14-20-012,Arama
14-20-013,Aretxabaleta
14-20-014,Asteasu
14-20-015,Ataun
14-20-016,Aia
14-20-017,Azkoitia
14-20-018,Azpeitia
14-20-019,Beasain
14-20-020,Beizama
14-20-021,Belauntza
14-20-022,Berastegi
14-20-023,Berrobi
14-20-024,Bidania-Goiatz
14-20-025,Zegama
14-20-026,Zerain
14-20-027,Zestoa
14-20-028,Zizurkil
14-20-029,Deba
14-20-030,Eibar
14-20-031,Elduain
14-20-032,Elgoibar
14-20-033,Elgeta
14-20-034,Eskoriatza
14-20-035,Ezkio-Itsaso
14-20-036,Hondarribia
14-20-037,Gaintza
14-20-038,Gabiria
14-20-039,Getaria
14-20-040,Hernani
14-20-041,Hernialde
14-20-042,Ibarra
14-20-043,Idiazabal
14-20-044,Ikaztegieta
14-20-045,Irun
14-20-046,Irura
14-20-047,Itsasondo
14-20-048,Larraul
14-20-049,Lazkao
14-20-050,Leaburu
14-20-051,Legazpi
14-20-052,Legorreta
14-20-053,Lezo
14-20-054,Lizartza
14-20-055,Arrasate/Mondragón
14-20-056,Mutriku
14-20-057,Mutiloa
14-20-058,Olaberria
14-20-059,Oñati
14-20-060,Orexa
14-20-061,Orio
14-20-062,Ormaiztegi
14-20-063,Oiartzun
14-20-064,Pasaia
14-20-065,Soraluze-Placencia de las Armas
14-20-066,Errezil
14-20-067,Errenteria
14-20-068,Leintz-Gatzaga
14-20-069,Donostia/San Sebastián
14-20-070,Segura
14-20-071,Tolosa
14-20-072,Urnieta
14-20-073,Usurbil
14-20-074,Bergara
14-20-075,Villabona
14-20-076,Ordizia
14-20-077,Urretxu
14-20-078,Zaldibia
14-20-079,Zarautz
14-20-080,Zumarraga
14-20-081,Zumaia
14-20-901,Mendaro
14-20-902,Lasarte-Oria
14-20-903,Astigarraga
14-20-904,Baliarrain
14-20-905,Orendain
14-20-906,Altzaga
14-20-907,Gaztelu
01-21-001,Alájar
01-21-002,Aljaraque
01-21-003,"Almendro, El"
01-21-004,Almonaster la Real
01-21-005,Almonte
01-21-006,Alosno
01-21-007,Aracena
01-21-008,Aroche
01-21-009,Arroyomolinos de León
01-21-010,Ayamonte
01-21-011,Beas
01-21-012,Berrocal
01-21-013,Bollullos Par del Condado
01-21-014,Bonares
01-21-015,Cabezas Rubias
01-21-016,Cala
01-21-017,Calañas
01-21-018,"Campillo, El"
01-21-019,Campofrío
01-21-020,Cañaveral de León
01-21-021,Cartaya
01-21-022,Castaño del Robledo
01-21-023,"Cerro de Andévalo, El"
01-21-024,Corteconcepción
01-21-025,Cortegana
01-21-026,Cortelazor
01-21-027,Cumbres de Enmedio
01-21-028,Cumbres de San Bartolomé
01-21-029,Cumbres Mayores
01-21-030,Chucena
01-21-031,Encinasola
01-21-032,Escacena del Campo
01-21-033,Fuenteheridos
01-21-034,Galaroza
01-21-035,Gibraleón
01-21-036,"Granada de Río-Tinto, La"
01-21-037,"Granado, El"
01-21-038,Higuera de la Sierra
01-21-039,Hinojales
01-21-040,Hinojos
01-21-041,Huelva
01-21-042,Isla Cristina
01-21-043,Jabugo
01-21-044,Lepe
01-21-045,Linares de la Sierra
01-21-046,Lucena del Puerto
01-21-047,Manzanilla
01-21-048,"Marines, Los"
01-21-049,Minas de Riotinto
01-21-050,Moguer
01-21-051,"Nava, La"
01-21-052,Nerva
01-21-053,Niebla
01-21-054,"Palma del Condado, La"
01-21-055,Palos de la Frontera
01-21-056,Paterna del Campo
01-21-057,Paymogo
01-21-058,Puebla de Guzmán
01-21-059,Puerto Moral
01-21-060,Punta Umbría
01-21-061,Rociana del Condado
01-21-062,Rosal de la Frontera
01-21-063,San Bartolomé de la Torre
01-21-064,San Juan del Puerto
01-21-065,Sanlúcar de Guadiana
01-21-066,San Silvestre de Guzmán
01-21-067,Santa Ana la Real
01-21-068,Santa Bárbara de Casa
01-21-069,Santa Olalla del Cala
01-21-070,Trigueros
01-21-071,Valdelarco
01-21-072,Valverde del Camino
01-21-073,Villablanca
01-21-074,Villalba del Alcor
01-21-075,Villanueva de las Cruces
01-21-076,Villanueva de los Castillejos
01-21-077,Villarrasa
01-21-078,Zalamea la Real
01-21-079,Zufre
02-22-001,Abiego
02-22-002,Abizanda
02-22-003,Adahuesca
02-22-004,Agüero
02-22-006,Aisa
02-22-007,Albalate de Cinca
02-22-008,Albalatillo
02-22-009,Albelda
02-22-011,Albero Alto
02-22-012,Albero Bajo
02-22-013,Alberuela de Tubo
02-22-014,Alcalá de Gurrea
02-22-015,Alcalá del Obispo
02-22-016,Alcampell
02-22-017,Alcolea de Cinca
02-22-018,Alcubierre
02-22-019,Alerre
02-22-020,Alfántega
02-22-021,Almudévar
02-22-022,Almunia de San Juan
02-22-023,Almuniente
02-22-024,Alquézar
02-22-025,Altorricón
02-22-027,Angüés
02-22-028,Ansó
02-22-029,Antillón
02-22-032,Aragüés del Puerto
02-22-035,Arén
02-22-036,Argavieso
02-22-037,Arguis
02-22-039,Ayerbe
02-22-040,Azanuy-Alins
02-22-041,Azara
02-22-042,Azlor
02-22-043,Baélls
02-22-044,Bailo
02-22-045,Baldellou
02-22-046,Ballobar
02-22-047,Banastás
02-22-048,Barbastro
02-22-049,Barbués
02-22-050,Barbuñales
02-22-051,Bárcabo
02-22-052,Belver de Cinca
02-22-053,Benabarre
02-22-054,Benasque
02-22-055,Berbegal
02-22-057,Bielsa
02-22-058,Bierge
02-22-059,Biescas
02-22-060,Binaced
02-22-061,Binéfar
02-22-062,Bisaurri
02-22-063,Biscarrués
02-22-064,Blecua y Torres
02-22-066,Boltaña
02-22-067,Bonansa
02-22-068,Borau
02-22-069,Broto
02-22-072,Caldearenas
02-22-074,Campo
02-22-075,Camporrélls
02-22-076,Canal de Berdún
02-22-077,Candasnos
02-22-078,Canfranc
02-22-079,Capdesaso
02-22-080,Capella
02-22-081,Casbas de Huesca
02-22-082,Castejón del Puente
02-22-083,Castejón de Monegros
02-22-084,Castejón de Sos
02-22-085,Castelflorite
02-22-086,Castiello de Jaca
02-22-087,Castigaleu
02-22-088,Castillazuelo
02-22-089,Castillonroy
02-22-090,Colungo
02-22-094,Chalamera
02-22-095,Chía
02-22-096,Chimillas
02-22-099,Esplús
02-22-102,Estada
02-22-103,Estadilla
02-22-105,Estopiñán del Castillo
02-22-106,Fago
02-22-107,Fanlo
02-22-109,Fiscal
02-22-110,Fonz
02-22-111,Foradada del Toscar
02-22-112,Fraga
02-22-113,"Fueva, La"
02-22-114,Gistaín
02-22-115,"Grado, El"
02-22-116,Grañén
02-22-117,Graus
02-22-119,Gurrea de Gállego
02-22-122,Hoz de Jaca
02-22-124,Huerto
02-22-125,Huesca
02-22-126,Ibieca
02-22-127,Igriés
02-22-128,Ilche
02-22-129,Isábena
02-22-130,Jaca
02-22-131,Jasa
02-22-133,Labuerda
02-22-135,Laluenga
02-22-136,Lalueza
02-22-137,Lanaja
02-22-139,Laperdiguera
02-22-141,Lascellas-Ponzano
02-22-142,Lascuarre
02-22-143,Laspaúles
02-22-144,Laspuña
02-22-149,Loarre
02-22-150,Loporzano
02-22-151,Loscorrales
02-22-155,Monesma y Cajigar
02-22-156,Monflorite-Lascasas
02-22-157,Montanuy
02-22-158,Monzón
02-22-160,Naval
02-22-162,Novales
02-22-163,Nueno
02-22-164,Olvena
02-22-165,Ontiñena
02-22-167,Osso de Cinca
02-22-168,Palo
02-22-170,Panticosa
02-22-172,Peñalba
02-22-173,"Peñas de Riglos, Las"
02-22-174,Peralta de Alcofea
02-22-175,Peralta de Calasanz
02-22-176,Peraltilla
02-22-177,Perarrúa
02-22-178,Pertusa
02-22-181,Piracés
02-22-182,Plan
02-22-184,Poleñino
02-22-186,Pozán de Vero
02-22-187,"Puebla de Castro, La"
02-22-188,Puente de Montañana
02-22-189,Puértolas
02-22-190,"Pueyo de Araguás, El"
02-22-193,Pueyo de Santa Cruz
02-22-195,Quicena
02-22-197,Robres
02-22-199,Sabiñánigo
02-22-200,Sahún
02-22-201,Salas Altas
02-22-202,Salas Bajas
02-22-203,Salillas
02-22-204,Sallent de Gállego
02-22-205,San Esteban de Litera
02-22-206,Sangarrén
02-22-207,San Juan de Plan
02-22-208,Santa Cilia
02-22-209,Santa Cruz de la Serós
02-22-212,Santaliestra y San Quílez
02-22-213,Sariñena
02-22-214,Secastilla
02-22-215,Seira
02-22-217,Sena
02-22-218,Senés de Alcubierre
02-22-220,Sesa
02-22-221,Sesué
02-22-222,Siétamo
02-22-223,Sopeira
02-22-225,Tamarite de Litera
02-22-226,Tardienta
02-22-227,Tella-Sin
02-22-228,Tierz
02-22-229,Tolva
02-22-230,Torla-Ordesa
02-22-232,Torralba de Aragón
02-22-233,Torre la Ribera
02-22-234,Torrente de Cinca
02-22-235,Torres de Alcanadre
02-22-236,Torres de Barbués
02-22-239,Tramaced
02-22-242,Valfarta
02-22-243,Valle de Bardají
02-22-244,Valle de Lierp
02-22-245,Velilla de Cinca
02-22-246,Beranuy
02-22-247,Viacamp y Litera
02-22-248,Vicién
02-22-249,Villanova
02-22-250,Villanúa
02-22-251,Villanueva de Sigena
02-22-252,Yebra de Basa
02-22-253,Yésero
02-22-254,Zaidín
02-22-901,Valle de Hecho
02-22-902,Puente la Reina de Jaca
02-22-903,San Miguel del Cinca
02-22-904,"Sotonera, La"
02-22-905,Lupiñén-Ortilla
02-22-906,Santa María de Dulcis
02-22-907,Aínsa-Sobrarbe
02-22-908,Hoz y Costean
02-22-909,Vencillón
01-23-001,Albanchez de Mágina
01-23-002,Alcalá la Real
01-23-003,Alcaudete
01-23-004,Aldeaquemada
01-23-005,Andújar
01-23-006,Arjona
01-23-007,Arjonilla
01-23-008,Arquillos
01-23-009,Baeza
01-23-010,Bailén
01-23-011,Baños de la Encina
01-23-012,Beas de Segura
01-23-014,Begíjar
01-23-015,Bélmez de la Moraleda
01-23-016,Benatae
01-23-017,Cabra del Santo Cristo
01-23-018,Cambil
01-23-019,Campillo de Arenas
01-23-020,Canena
01-23-021,Carboneros
01-23-024,"Carolina, La"
01-23-025,Castellar
01-23-026,Castillo de Locubín
01-23-027,Cazalilla
01-23-028,Cazorla
01-23-029,Chiclana de Segura
01-23-030,Chilluévar
01-23-031,Escañuela
01-23-032,Espeluy
01-23-033,Frailes
01-23-034,Fuensanta de Martos
01-23-035,Fuerte del Rey
01-23-037,Génave
01-23-038,"Guardia de Jaén, La"
01-23-039,Guarromán
01-23-040,Lahiguera
01-23-041,Higuera de Calatrava
01-23-042,Hinojares
01-23-043,Hornos
01-23-044,Huelma
01-23-045,Huesa
01-23-046,Ibros
01-23-047,"Iruela, La"
01-23-048,Iznatoraf
01-23-049,Jabalquinto
01-23-050,Jaén
01-23-051,Jamilena
01-23-052,Jimena
01-23-053,Jódar
01-23-054,Larva
01-23-055,Linares
01-23-056,Lopera
01-23-057,Lupión
01-23-058,Mancha Real
01-23-059,Marmolejo
01-23-060,Martos
01-23-061,Mengíbar
01-23-062,Montizón
01-23-063,Navas de San Juan
01-23-064,Noalejo
01-23-065,Orcera
01-23-066,Peal de Becerro
01-23-067,Pegalajar
01-23-069,Porcuna
01-23-070,Pozo Alcón
01-23-071,Puente de Génave
01-23-072,"Puerta de Segura, La"
01-23-073,Quesada
01-23-074,Rus
01-23-075,Sabiote
01-23-076,Santa Elena
01-23-077,Santiago de Calatrava
01-23-079,Santisteban del Puerto
01-23-080,Santo Tomé
01-23-081,Segura de la Sierra
01-23-082,Siles
01-23-084,Sorihuela del Guadalimar
01-23-085,Torreblascopedro
01-23-086,Torredelcampo
01-23-087,Torredonjimeno
01-23-088,Torreperogil
01-23-090,Torres
01-23-091,Torres de Albánchez
01-23-092,Úbeda
01-23-093,Valdepeñas de Jaén
01-23-094,Vilches
01-23-095,Villacarrillo
01-23-096,Villanueva de la Reina
01-23-097,Villanueva del Arzobispo
01-23-098,Villardompardo
01-23-099,"Villares, Los"
01-23-101,Villarrodrigo
01-23-901,Cárcheles
01-23-902,Bedmar y Garcíez
01-23-903,Villatorres
01-23-904,Santiago-Pontones
01-23-905,Arroyo del Ojanco
08-24-001,Acebedo
08-24-002,Algadefe
08-24-003,Alija del Infantado
08-24-004,Almanza
08-24-005,"Antigua, La"
08-24-006,Ardón
08-24-007,Arganza
08-24-008,Astorga
08-24-009,Balboa
08-24-010,"Bañeza, La"
08-24-011,Barjas
08-24-012,"Barrios de Luna, Los"
08-24-014,Bembibre
08-24-015,Benavides
08-24-016,Benuza
08-24-017,Bercianos del Páramo
08-24-018,Bercianos del Real Camino
08-24-019,Berlanga del Bierzo
08-24-020,Boca de Huérgano
08-24-021,Boñar
08-24-022,Borrenes
08-24-023,Brazuelo
08-24-024,"Burgo Ranero, El"
08-24-025,Burón
08-24-026,Bustillo del Páramo
08-24-027,Cabañas Raras
08-24-028,Cabreros del Río
08-24-029,Cabrillanes
08-24-030,Cacabelos
08-24-031,Calzada del Coto
08-24-032,Campazas
08-24-033,Campo de Villavidel
08-24-034,Camponaraya
08-24-036,Candín
08-24-037,Cármenes
08-24-038,Carracedelo
08-24-039,Carrizo
08-24-040,Carrocera
08-24-041,Carucedo
08-24-042,Castilfalé
08-24-043,Castrillo de Cabrera
08-24-044,Castrillo de la Valduerna
08-24-046,Castrocalbón
08-24-047,Castrocontrigo
08-24-049,Castropodame
08-24-050,Castrotierra de Valmadrigal
08-24-051,Cea
08-24-052,Cebanico
08-24-053,Cebrones del Río
08-24-054,Cimanes de la Vega
08-24-055,Cimanes del Tejar
08-24-056,Cistierna
08-24-057,Congosto
08-24-058,Corbillos de los Oteros
08-24-059,Corullón
08-24-060,Crémenes
08-24-061,Cuadros
08-24-062,Cubillas de los Oteros
08-24-063,Cubillas de Rueda
08-24-064,Cubillos del Sil
08-24-065,Chozas de Abajo
08-24-066,Destriana
08-24-067,Encinedo
08-24-068,"Ercina, La"
08-24-069,Escobar de Campos
08-24-070,Fabero
08-24-071,Folgoso de la Ribera
08-24-073,Fresno de la Vega
08-24-074,Fuentes de Carbajal
08-24-076,Garrafe de Torío
08-24-077,Gordaliza del Pino
08-24-078,Gordoncillo
08-24-079,Gradefes
08-24-080,Grajal de Campos
08-24-081,Gusendos de los Oteros
08-24-082,Hospital de Órbigo
08-24-083,Igüeña
08-24-084,Izagre
08-24-086,Joarilla de las Matas
08-24-087,Laguna Dalga
08-24-088,Laguna de Negrillos
08-24-089,León
08-24-090,Lucillo
08-24-091,Luyego
08-24-092,Llamas de la Ribera
08-24-093,Magaz de Cepeda
08-24-094,Mansilla de las Mulas
08-24-095,Mansilla Mayor
08-24-096,Maraña
08-24-097,Matadeón de los Oteros
08-24-098,Matallana de Torío
08-24-099,Matanza
08-24-100,Molinaseca
08-24-101,Murias de Paredes
08-24-102,Noceda del Bierzo
08-24-103,Oencia
08-24-104,"Omañas, Las"
08-24-105,Onzonilla
08-24-106,Oseja de Sajambre
08-24-107,Pajares de los Oteros
08-24-108,Palacios de la Valduerna
08-24-109,Palacios del Sil
08-24-110,Páramo del Sil
08-24-112,Peranzanes
08-24-113,Pobladura de Pelayo García
08-24-114,"Pola de Gordón, La"
08-24-115,Ponferrada
08-24-116,Posada de Valdeón
08-24-117,Pozuelo del Páramo
08-24-118,Prado de la Guzpeña
08-24-119,Priaranza del Bierzo
08-24-120,Prioro
08-24-121,Puebla de Lillo
08-24-122,Puente de Domingo Flórez
08-24-123,Quintana del Castillo
08-24-124,Quintana del Marco
08-24-125,Quintana y Congosto
08-24-127,Regueras de Arriba
08-24-129,Reyero
08-24-130,Riaño
08-24-131,Riego de la Vega
08-24-132,Riello
08-24-133,Rioseco de Tapia
08-24-134,"Robla, La"
08-24-136,Roperuelos del Páramo
08-24-137,Sabero
08-24-139,Sahagún
08-24-141,San Adrián del Valle
08-24-142,San Andrés del Rabanedo
08-24-143,Sancedo
08-24-144,San Cristóbal de la Polantera
08-24-145,San Emiliano
08-24-146,San Esteban de Nogales
08-24-148,San Justo de la Vega
08-24-149,San Millán de los Caballeros
08-24-150,San Pedro Bercianos
08-24-151,Santa Colomba de Curueño
08-24-152,Santa Colomba de Somoza
08-24-153,Santa Cristina de Valmadrigal
08-24-154,Santa Elena de Jamuz
08-24-155,Santa María de la Isla
08-24-156,Santa María del Monte de Cea
08-24-157,Santa María del Páramo
08-24-158,Santa María de Ordás
08-24-159,Santa Marina del Rey
08-24-160,Santas Martas
08-24-161,Santiago Millas
08-24-162,Santovenia de la Valdoncina
08-24-163,Sariegos
08-24-164,Sena de Luna
08-24-165,Sobrado
08-24-166,Soto de la Vega
08-24-167,Soto y Amío
08-24-168,Toral de los Guzmanes
08-24-169,Toreno
08-24-170,Torre del Bierzo
08-24-171,Trabadelo
08-24-172,Truchas
08-24-173,Turcia
08-24-174,Urdiales del Páramo
08-24-175,Valdefresno
08-24-176,Valdefuentes del Páramo
08-24-177,Valdelugueros
08-24-178,Valdemora
08-24-179,Valdepiélago
08-24-180,Valdepolo
08-24-181,Valderas
08-24-182,Valderrey
08-24-183,Valderrueda
08-24-184,Valdesamario
08-24-185,Val de San Lorenzo
08-24-187,Valdevimbre
08-24-188,Valencia de Don Juan
08-24-189,Valverde de la Virgen
08-24-190,Valverde-Enrique
08-24-191,Vallecillo
08-24-193,"Vecilla, La"
08-24-194,Vegacervera
08-24-196,Vega de Espinareda
08-24-197,Vega de Infanzones
08-24-198,Vega de Valcarce
08-24-199,Vegaquemada
08-24-201,Vegas del Condado
08-24-202,Villablino
08-24-203,Villabraz
08-24-205,Villadangos del Páramo
08-24-206,Toral de los Vados
08-24-207,Villademor de la Vega
08-24-209,Villafranca del Bierzo
08-24-210,Villagatón
08-24-211,Villamandos
08-24-212,Villamañán
08-24-213,Villamartín de Don Sancho
08-24-214,Villamejil
08-24-215,Villamol
08-24-216,Villamontán de la Valduerna
08-24-217,Villamoratiel de las Matas
08-24-218,Villanueva de las Manzanas
08-24-219,Villaobispo de Otero
08-24-221,Villaquejida
08-24-222,Villaquilambre
08-24-223,Villarejo de Órbigo
08-24-224,Villares de Órbigo
08-24-225,Villasabariego
08-24-226,Villaselán
08-24-227,Villaturiel
08-24-228,Villazala
08-24-229,Villazanzo de Valderaduey
08-24-230,Zotes del Páramo
08-24-901,Villamanín
08-24-902,Villaornate y Castro
09-25-001,Abella de la Conca
09-25-002,Àger
09-25-003,Agramunt
09-25-004,"Alamús, Els"
09-25-005,Alàs i Cerc
09-25-006,"Albagés, L'"
09-25-007,Albatàrrec
09-25-008,Albesa
09-25-009,"Albi, L'"
09-25-010,Alcanó
09-25-011,Alcarràs
09-25-012,Alcoletge
09-25-013,Alfarràs
09-25-014,Alfés
09-25-015,Algerri
09-25-016,Alguaire
09-25-017,Alins
09-25-019,Almacelles
09-25-020,Almatret
09-25-021,Almenar
09-25-022,Alòs de Balaguer
09-25-023,Alpicat
09-25-024,Alt Àneu
09-25-025,Naut Aran
09-25-027,Anglesola
09-25-029,Arbeca
09-25-030,"Pont de Bar, El"
09-25-031,Arres
09-25-032,Arsèguel
09-25-033,Artesa de Lleida
09-25-034,Artesa de Segre
09-25-035,"Sentiu de Sió, La"
09-25-036,Aspa
09-25-037,"Avellanes i Santa Linya, Les"
09-25-038,Aitona
09-25-039,Baix Pallars
09-25-040,Balaguer
09-25-041,Barbens
09-25-042,"Baronia de Rialb, La"
09-25-043,"Vall de Boí, La"
09-25-044,Bassella
09-25-045,Bausen
09-25-046,Belianes
09-25-047,Bellcaire d'Urgell
09-25-048,Bell-lloc d'Urgell
09-25-049,Bellmunt d'Urgell
09-25-050,Bellpuig
09-25-051,Bellver de Cerdanya
09-25-052,Bellvís
09-25-053,Benavent de Segrià
09-25-055,Biosca
09-25-056,Bovera
09-25-057,"Bòrdes, Es"
09-25-058,"Borges Blanques, Les"
09-25-059,Bossòst
